UNITID,CREDITS1,CREDITS3,SLO8,STUSRV2,STUSRV3,LIBRES1,TUITPL1,TUITPL3,ATHASSOC
157739,1,1,0,1,1,1,0,1,2
157748,1,0,0,1,1,1,0,1,1
157757,1,1,1,1,1,1,0,1,1
157793,0,1,0,1,0,1,0,0,2
157809,1,1,1,1,1,1,0,1,1
157818,1,1,1,1,1,1,0,1,1
157854,-2,-2,-2,-2,-2,-2,-2,-2,-2
157863,1,1,1,1,1,1,0,1,1
157951,1,1,1,1,1,1,0,1,1
158088,1,1,0,1,0,1,0,1,2
158246,0,0,-2,1,0,1,1,1,-2
158325,1,1,-2,1,1,1,0,1,-2
158343,0,0,0,0,0,0,0,1,2
158431,1,1,0,1,1,1,0,1,1
158477,1,1,1,1,0,1,0,1,1
158538,0,0,-2,1,0,0,0,1,-2
158617,0,0,-2,0,0,0,0,1,-2
158662,1,1,0,1,1,1,0,1,1
158778,0,0,-2,0,0,0,0,1,-2
158787,0,0,-2,1,0,0,0,1,-2
158802,1,1,0,1,1,1,0,1,1
158884,1,1,1,1,1,1,0,1,1
159009,1,1,1,1,1,1,0,1,1
159027,0,0,-2,1,0,0,0,1,-2
159197,0,0,0,1,1,1,0,1,2
159328,0,0,-2,1,0,0,0,0,-2
159373,1,1,0,1,0,1,0,0,2
159382,1,1,1,1,1,1,0,1,1
159391,1,1,1,1,1,1,0,1,1
159407,1,1,0,1,1,1,0,1,1
159416,1,1,1,1,1,1,0,1,1
159513,0,0,-2,1,1,0,0,1,-2
159522,0,0,-2,1,1,0,0,1,-2
159531,0,0,-2,0,0,0,0,1,-2
159568,1,1,1,1,1,1,0,1,1
159601,0,0,-2,1,0,0,0,1,-2
159647,1,1,1,1,1,1,0,0,1
159656,1,1,1,1,1,1,0,1,1
159717,1,1,1,1,1,1,0,1,1
159939,1,1,1,1,1,1,0,1,1
159948,0,1,0,1,1,1,0,1,2
159966,1,1,1,1,1,1,0,1,1
159993,1,1,1,1,1,1,0,1,1
160010,1,1,0,1,1,0,0,1,2
160038,1,1,1,1,1,1,0,1,1
160065,1,1,1,1,1,1,0,1,2
160074,1,1,0,1,0,1,0,1,2
160117,0,0,-2,1,0,0,0,1,-2
160126,0,0,-2,1,0,0,0,1,-2
160199,0,0,-2,0,0,0,0,1,-2
160320,0,0,-2,1,1,0,0,1,-2
160409,1,1,0,1,0,1,0,1,2
160472,0,0,-2,1,0,1,1,1,-2
160481,1,1,0,1,1,1,0,1,2
160524,0,1,0,1,1,1,0,1,2
160533,-2,-2,-2,-2,-2,-2,-2,-2,-2
160579,1,1,0,1,1,1,0,1,2
160597,0,0,-2,1,0,0,0,1,-2
160612,1,1,1,1,1,1,1,0,1
160621,1,1,1,1,1,1,0,1,1
160630,1,1,1,1,1,1,0,1,2
160649,1,1,0,1,0,1,0,1,1
160658,1,1,1,1,1,1,0,1,1
160667,1,1,0,1,1,1,0,1,2
160755,1,1,1,1,1,1,0,1,1
160904,1,1,1,1,1,1,0,1,1
160959,1,1,1,1,1,1,0,1,2
160977,1,1,1,1,1,1,0,1,1
160995,0,1,0,1,1,1,0,1,2
161004,0,1,1,1,1,1,0,1,1
161022,1,1,0,1,0,1,0,1,2
161077,1,1,0,1,1,1,0,1,1
161086,0,1,1,1,1,1,0,1,1
161138,1,1,0,1,1,1,0,1,2
161192,1,1,0,1,0,1,0,1,2
161208,0,0,0,1,0,1,0,1,2
161217,1,1,1,1,1,1,0,1,1
161226,1,1,1,1,1,1,0,1,1
161235,1,1,0,1,1,1,0,1,1
161244,1,1,1,1,0,1,0,1,1
161253,1,1,1,1,1,1,0,1,1
161280,-2,-2,-2,-2,-2,-2,-2,-2,-2
161299,1,1,1,1,1,1,0,1,1
161341,1,1,1,1,1,1,0,1,1
161457,1,1,1,1,1,1,0,1,1
161484,1,1,0,1,1,1,0,1,2
161493,0,0,-2,1,1,0,0,1,-2
161509,1,1,1,1,1,1,0,1,2
161518,1,1,1,1,1,1,0,1,1
161527,0,0,-2,1,0,0,0,1,-2
161545,1,1,0,1,1,1,0,1,1
161554,1,1,1,1,1,1,0,1,1
161563,1,1,1,1,1,1,0,1,1
161572,0,1,0,1,1,1,0,1,1
161581,1,1,0,1,1,1,0,1,2
161688,1,1,0,1,1,1,0,1,1
161767,1,1,0,1,1,1,0,1,1
161800,0,0,-2,0,0,0,0,1,-2
161855,0,0,-2,1,1,0,1,1,-2
161864,1,1,1,1,1,1,0,1,1
161873,1,1,0,1,1,1,0,1,2
162007,1,1,1,1,1,1,0,1,1
162061,1,1,0,1,1,1,1,1,2
162104,1,1,0,1,1,1,0,1,1
162122,1,1,1,1,1,1,0,1,1
162168,1,1,0,1,1,1,0,1,1
162210,1,1,1,1,1,1,0,1,1
162283,1,1,1,1,1,1,0,1,1
162335,0,0,-2,1,1,0,0,1,-2
162371,0,0,-2,1,1,1,0,1,-2
162557,1,1,1,1,1,1,0,1,1
162584,1,1,1,1,1,1,0,1,1
162609,1,1,0,1,0,1,0,1,1
162654,1,1,1,1,1,1,0,1,1
162690,1,1,0,1,1,1,0,1,1
162706,1,1,1,1,1,1,0,1,1
162760,1,1,1,1,1,1,0,1,1
162779,1,1,1,1,1,1,0,1,1
162830,0,0,-2,0,0,0,0,1,-2
162928,1,1,1,1,1,1,0,1,1
163028,0,0,0,1,1,1,1,1,2
163046,0,1,1,1,1,0,0,1,1
163204,1,1,1,1,1,0,0,1,2
163259,0,0,0,1,1,1,0,1,2
163268,1,1,1,1,1,1,0,1,1
163286,1,1,1,1,1,1,0,1,1
163295,1,1,1,1,1,1,0,1,2
163338,1,1,0,1,1,1,0,1,1
163347,0,0,-2,1,1,1,0,1,-2
163408,0,0,-2,0,0,0,0,1,-2
163426,1,1,1,1,1,1,0,1,1
163453,1,1,1,1,1,1,0,1,1
163462,1,1,1,1,1,1,0,1,1
163532,0,0,0,1,1,1,0,1,2
163541,0,0,-2,0,0,0,0,1,-2
163578,1,1,1,1,1,1,0,1,1
163657,1,1,0,1,1,1,0,1,1
163754,0,0,-2,0,0,1,0,1,-2
163815,0,0,-2,1,1,0,1,1,-2
163851,1,1,1,1,1,1,0,1,1
163912,1,1,1,1,1,1,0,1,1
163976,0,0,0,1,1,1,0,1,2
164076,1,1,1,1,1,1,0,1,1
164085,0,0,0,1,1,1,0,1,2
164146,-2,-2,-2,-2,-2,-2,-2,-2,-2
164155,0,1,0,1,0,1,0,0,1
164173,1,1,1,1,1,1,0,1,1
164216,1,1,1,1,1,1,1,1,1
164270,1,1,1,1,1,1,0,1,1
164313,1,1,0,1,1,1,0,1,2
164368,0,1,0,1,1,0,0,1,2
164447,1,1,1,1,1,1,0,1,1
164465,0,0,1,1,1,1,0,1,1
164492,1,1,1,1,1,1,0,1,1
164535,0,0,-2,1,0,1,0,1,-2
164562,1,1,1,1,1,1,0,0,1
164580,0,1,0,1,1,1,0,1,1
164599,0,0,-2,1,1,1,0,1,-2
164614,1,1,0,1,1,1,0,1,2
164632,1,1,1,1,1,1,0,1,1
164641,1,1,0,1,1,1,0,1,1
164720,1,1,0,1,1,1,0,1,1
164739,1,1,0,1,1,1,0,1,1
164748,1,1,1,1,1,1,0,1,2
164775,1,1,0,1,1,1,0,1,1
164845,0,0,-2,1,1,0,0,1,-2
164872,0,1,0,1,1,1,0,1,2
164915,0,0,0,1,1,1,0,1,2
164924,0,1,1,1,1,1,0,1,1
164988,0,1,1,1,1,1,0,1,1
165015,0,1,1,1,1,1,0,1,1
165024,1,1,1,1,1,1,0,1,1
165033,1,1,1,1,1,1,0,1,1
165060,0,1,-2,1,0,1,0,1,-2
165112,1,1,0,1,1,1,0,1,1
165167,1,1,1,1,1,0,0,1,2
165194,1,1,0,1,1,1,0,1,2
165255,0,0,-2,1,0,1,0,1,-2
165264,0,0,0,1,1,1,0,1,2
165334,1,1,1,1,1,1,0,1,1
165495,0,0,0,1,0,1,0,0,2
165529,1,1,1,1,1,1,0,1,1
165556,0,0,-2,1,1,1,1,1,-2
165574,1,1,0,1,1,1,0,1,1
165608,1,0,-2,1,0,1,0,0,-2
165635,0,0,-2,1,1,1,0,1,-2
165644,1,1,1,1,1,1,0,1,1
165662,1,1,1,1,1,1,0,1,1
165671,1,1,1,1,1,1,0,1,1
165699,1,1,1,1,1,1,0,1,1
165750,0,0,-2,1,1,0,0,1,-2
165802,1,1,0,1,1,1,0,1,1
165820,1,1,1,1,1,1,0,1,1
165866,1,1,1,1,1,1,0,1,1
165884,1,1,0,1,1,0,0,1,1
165936,1,1,1,1,1,1,0,1,1
165945,0,0,0,1,1,1,0,1,2
165981,1,1,0,1,1,1,0,1,2
166018,1,1,1,1,0,1,0,1,1
166027,0,1,1,1,1,1,0,1,1
166045,1,0,0,1,0,1,0,1,2
166054,0,1,1,1,1,1,0,1,2
166124,1,1,1,1,1,1,0,1,1
166133,1,1,1,1,1,1,0,1,1
166391,1,1,1,1,1,1,0,1,1
166407,0,1,0,1,1,1,0,1,2
166452,1,1,1,1,1,1,0,1,1
166489,1,0,1,1,1,1,0,1,2
166498,0,0,-2,0,0,0,0,1,-2
166513,1,1,1,1,1,1,0,1,1
166629,1,1,1,1,1,1,0,1,1
166638,1,1,1,1,1,1,0,1,1
166647,1,1,0,1,1,1,0,1,1
166656,0,1,0,1,1,1,0,1,2
166665,-2,-2,-2,-2,-2,-2,-2,-2,-2
166674,1,1,1,1,1,1,0,1,2
166683,0,1,1,1,1,1,0,1,1
166692,1,1,0,1,1,1,0,1,1
166708,0,0,0,1,1,1,0,0,2
166717,0,0,0,1,1,1,1,1,2
166805,0,0,-2,1,0,0,0,1,-2
166823,1,1,0,1,1,1,0,1,1
166850,1,1,1,1,1,1,0,1,1
166869,0,0,1,1,1,1,0,1,2
166887,1,1,0,1,1,1,0,1,2
166911,1,1,1,1,1,1,0,1,2
166939,1,1,1,1,1,1,0,1,1
166957,1,1,0,1,1,1,0,1,2
167039,0,0,-2,1,1,0,0,1,-2
167057,0,1,0,1,1,1,0,1,2
167093,0,0,0,1,1,1,0,0,2
167215,0,0,0,1,1,1,0,0,2
167260,1,1,0,1,1,1,0,1,1
167288,1,1,1,1,1,1,0,1,1
167297,0,0,-2,0,1,1,0,1,-2
167312,1,1,0,1,1,1,0,1,2
167358,1,1,1,1,1,1,0,1,1
167376,1,1,0,1,1,1,0,1,1
167394,1,1,1,1,1,1,0,1,1
167455,1,1,1,1,1,1,0,1,1
167464,0,0,0,1,0,1,0,0,2
167525,1,1,0,1,1,1,0,1,1
167534,1,1,1,1,1,1,0,1,1
167598,1,1,1,1,1,1,0,1,1
167631,1,1,0,1,1,1,0,1,1
167677,0,0,0,1,1,1,0,0,2
167729,1,1,1,1,1,1,0,1,1
167783,1,1,1,1,1,1,0,1,1
167792,0,0,0,1,1,1,0,1,2
167835,1,1,1,1,1,1,0,1,1
167871,1,0,-2,1,1,1,0,1,-2
167899,1,1,1,1,1,1,0,1,1
167905,1,1,0,1,1,1,0,1,1
167987,1,1,1,1,1,1,0,1,1
167996,1,1,1,1,1,1,0,1,1
168005,1,1,0,1,1,1,0,1,1
168032,0,0,-2,1,1,0,0,1,-2
168148,0,1,1,1,1,1,0,1,1
168218,1,1,1,1,1,1,0,1,1
168227,1,1,0,1,1,1,0,1,1
168254,1,1,1,1,1,1,0,1,1
168263,1,1,1,1,1,1,0,1,1
168281,1,1,1,1,1,1,0,1,1
168342,0,0,0,1,1,1,0,1,1
168421,1,1,1,1,1,1,0,1,1
168430,1,1,1,1,1,1,0,1,1
168528,1,1,1,1,1,1,0,1,1
168546,1,1,1,1,1,1,0,1,1
168555,0,0,-2,1,0,0,0,1,-2
168573,0,0,-2,1,0,1,0,1,-2
168591,1,1,1,1,1,1,0,1,1
168607,1,1,0,1,1,1,0,0,1
168740,1,1,1,1,1,1,0,1,2
168786,1,1,1,1,1,1,0,1,1
168847,1,1,1,1,1,1,0,1,2
168883,1,1,0,1,1,1,0,1,1
168892,0,0,-2,1,0,0,0,1,-2
169080,1,1,1,1,1,1,0,1,1
169099,0,1,0,0,0,1,0,1,2
169187,0,0,-2,1,1,1,1,1,-2
169220,0,0,0,0,0,1,0,1,2
169248,1,1,1,1,1,1,0,1,1
169275,1,1,0,1,1,1,0,1,1
169284,0,0,-2,1,1,0,0,1,-2
169327,1,1,0,1,1,0,0,1,1
169363,1,1,1,1,1,1,0,1,1
169424,0,0,0,0,0,1,0,0,2
169442,1,1,1,1,1,1,0,1,2
169479,1,1,0,1,1,1,0,1,1
169503,0,0,-2,1,0,0,0,1,-2
169521,1,1,0,1,1,1,0,1,1
169576,0,0,-2,0,0,0,0,1,-2
169655,1,1,0,1,1,1,1,1,2
169716,1,1,1,1,1,1,0,1,1
169734,0,0,-2,1,1,1,0,1,-2
169761,0,0,-2,1,1,1,0,1,-2
169798,1,1,1,1,1,1,0,1,1
169813,0,0,-2,1,0,0,0,1,-2
169910,1,1,1,1,1,1,0,1,1
169947,0,0,-2,1,0,0,0,1,-2
169974,1,1,0,1,1,1,0,1,1
169983,1,1,0,1,1,1,1,1,2
169992,1,1,0,1,1,1,0,1,1
170000,1,1,0,1,1,1,0,1,1
170037,1,1,1,1,1,1,0,1,1
170055,1,1,0,1,1,1,0,1,1
170082,1,1,1,1,1,1,0,1,1
170091,1,1,0,1,1,1,0,1,1
170240,1,1,0,1,1,1,1,1,1
170286,1,1,0,1,1,1,0,1,1
170301,1,1,1,1,1,1,0,1,1
170444,1,1,0,1,1,1,0,1,1
170532,1,1,0,1,1,1,0,1,1
170541,1,1,0,1,1,1,0,1,1
170550,1,1,0,1,1,1,0,1,1
170587,1,1,0,1,0,1,0,1,1
170611,0,0,-2,1,0,1,0,1,-2
170620,1,1,0,1,1,1,0,1,1
170639,1,1,1,1,1,1,0,1,1
170657,1,1,0,1,1,1,0,1,1
170675,1,1,0,1,1,1,0,1,1
170736,0,0,-2,0,0,1,0,1,-2
170790,1,1,0,1,1,1,0,1,1
170806,1,1,1,1,1,1,0,1,1
170967,1,1,1,1,1,1,0,1,1
170976,1,1,1,1,1,1,0,1,1
171012,0,0,-2,0,0,0,0,1,-2
171100,1,1,0,1,1,1,0,1,1
171128,1,1,0,1,1,1,0,1,1
171137,1,1,1,1,1,1,0,1,1
171146,1,1,1,1,1,1,0,1,2
171155,1,1,0,1,1,1,0,1,1
171225,1,1,0,1,1,1,0,1,2
171234,1,1,0,1,1,1,0,0,2
171304,1,1,0,1,1,1,0,1,1
171395,1,1,0,1,0,1,0,1,2
171456,1,1,1,1,1,1,0,1,1
171483,1,1,0,1,1,1,0,1,2
171492,1,1,0,1,1,1,0,1,1
171535,1,1,0,1,1,1,0,1,1
171571,1,1,1,1,1,1,0,1,1
171599,1,1,0,1,0,1,0,1,1
171775,0,0,-2,1,1,0,0,1,-2
171881,1,1,0,1,1,1,0,1,2
171988,0,0,-2,0,0,0,0,1,-2
171997,0,0,-2,0,0,0,0,1,-2
172015,0,0,-2,0,0,0,0,1,-2
172033,1,1,0,1,0,1,0,1,2
172051,1,1,1,1,1,1,0,1,1
172200,1,1,1,1,1,1,0,1,1
172264,1,1,1,1,1,1,0,1,1
172291,1,1,0,1,1,1,0,1,1
172307,1,1,0,1,1,1,0,1,2
172325,0,0,-2,0,0,1,0,1,-2
172334,1,1,1,1,1,1,0,1,1
172422,0,0,-2,1,1,1,0,0,-2
172440,1,1,0,1,1,1,0,1,1
172477,0,0,0,1,1,1,0,0,2
172495,0,0,-2,1,0,0,0,1,-2
172608,0,1,0,1,1,1,0,1,2
172617,1,1,0,1,1,1,0,1,2
172635,1,1,0,1,0,1,0,1,1
172644,1,1,1,1,1,1,0,1,1
172671,1,1,0,1,1,1,0,1,2
172680,0,0,-2,1,0,1,0,1,-2
172699,1,1,1,1,1,1,0,1,1
172705,0,0,0,0,0,1,0,1,2
172866,1,1,0,1,1,1,0,0,2
172918,1,1,0,1,1,1,0,1,1
172927,0,0,-2,1,1,1,0,1,-2
172954,1,1,0,1,1,1,0,1,2
172963,1,1,0,1,1,1,0,1,1
173045,1,1,1,1,1,1,0,1,1
173063,1,1,0,1,1,1,0,1,1
173115,1,1,0,1,1,1,0,1,2
173124,1,1,1,1,1,1,0,1,1
173142,1,1,1,0,1,1,0,1,1
173160,1,1,1,1,1,1,0,1,1
173203,1,1,0,1,1,1,0,1,1
173258,1,1,0,1,1,1,0,1,1
173300,1,1,1,1,1,1,0,1,1
173328,1,1,1,1,1,1,0,1,1
173416,1,1,0,1,1,1,0,1,1
173452,1,1,1,1,1,1,0,1,1
173461,1,1,0,1,1,1,0,1,1
173470,0,0,-2,1,0,0,0,1,-2
173559,1,1,0,1,1,1,0,0,1
173638,1,1,0,1,0,1,0,1,1
173647,1,1,1,1,1,1,0,1,1
173665,1,1,1,1,1,1,0,1,1
173683,0,0,0,1,0,1,0,1,2
173708,1,1,0,1,1,1,0,1,2
173735,1,1,0,1,1,1,0,1,1
173744,0,0,-2,1,0,1,0,0,-2
173799,1,1,0,1,1,1,0,1,2
173805,1,1,1,1,1,1,0,1,1
173896,0,0,0,1,1,1,0,1,2
173902,0,1,0,1,1,1,0,1,1
173911,1,1,0,1,1,1,0,1,2
173920,1,1,1,1,1,1,0,1,1
173957,0,0,0,1,0,1,0,0,2
173993,1,1,1,1,1,1,0,1,1
174020,1,1,1,1,0,1,0,1,2
174066,1,1,1,1,1,1,0,1,1
174075,1,1,1,1,1,1,0,1,1
174127,1,1,0,1,1,1,0,1,2
174136,1,1,0,1,1,1,0,1,2
174154,1,1,0,1,1,1,0,1,2
174190,1,0,-2,1,1,0,0,1,-2
174233,1,1,1,1,1,1,0,1,1
174251,1,1,1,1,1,1,0,1,1
174321,0,0,-2,1,0,0,1,1,-2
174358,1,1,1,1,1,1,0,1,1
174376,1,1,0,1,1,1,0,1,2
174428,1,1,1,1,1,1,0,1,2
174437,1,1,1,1,1,1,0,1,1
174473,1,1,0,1,1,1,0,1,1
174491,1,1,1,1,1,1,0,1,1
174507,1,1,0,1,1,1,0,0,2
174525,1,1,0,1,1,1,1,1,1
174570,1,1,0,1,1,1,0,1,2
174604,1,1,0,1,1,1,0,1,1
174738,1,1,0,1,1,1,0,1,1
174747,1,1,1,1,1,1,0,1,1
174756,1,1,0,1,1,1,0,1,1
174783,1,1,1,1,1,1,0,1,1
174792,1,1,1,1,1,1,0,1,1
174817,1,1,1,1,0,1,0,1,1
174844,1,1,1,1,1,1,0,1,1
174862,1,1,1,1,1,1,0,1,1
174899,1,1,1,1,1,1,0,1,1
174914,1,1,1,1,1,1,0,1,1
174978,0,0,-2,1,1,0,0,1,-2
175005,1,1,1,1,1,1,0,1,1
175014,1,1,0,1,1,0,0,1,2
175041,1,1,0,1,1,1,0,1,2
175078,1,1,1,1,1,1,0,1,1
175120,0,0,-2,1,1,0,0,0,-2
175139,0,0,0,1,0,1,0,1,2
175157,1,1,0,1,1,1,0,1,1
175227,1,1,0,1,1,1,0,1,2
175236,1,1,0,1,1,1,0,1,1
175263,1,1,0,1,0,0,0,1,2
175272,1,1,1,1,1,1,0,1,1
175281,0,0,0,1,1,1,0,0,2
175315,1,1,0,1,1,1,0,1,1
175342,1,1,1,1,1,1,0,1,1
175421,1,1,1,1,0,1,0,1,1
175430,1,1,1,1,0,1,0,1,1
175494,0,0,-2,1,0,0,0,1,-2
175519,1,0,0,1,1,1,0,0,1
175573,1,1,0,1,1,1,0,0,1
175607,0,0,-2,1,0,0,0,1,-2
175616,1,1,1,1,1,1,0,1,1
175643,1,1,0,1,1,1,0,0,1
175652,1,1,0,1,1,1,0,1,1
175698,0,0,-2,1,0,0,0,1,-2
175722,0,0,-2,0,0,0,0,1,-2
175786,1,1,1,1,1,1,0,1,1
175810,1,1,0,1,0,1,0,1,1
175829,1,1,0,1,1,1,0,1,1
175856,1,1,1,1,1,1,0,1,1
175883,1,1,0,1,1,1,0,1,1
175935,1,1,0,1,1,1,0,0,1
175980,1,1,1,1,1,1,0,1,1
175999,-2,-2,-2,-2,-2,-2,-2,-2,-2
176008,1,1,0,1,1,1,0,1,1
176017,1,1,1,1,1,1,0,0,1
176035,1,1,1,1,1,1,0,1,1
176044,1,1,0,1,1,1,0,0,1
176053,1,1,1,1,1,1,0,1,1
176062,0,0,-2,0,0,0,0,1,-2
176071,1,1,0,1,1,1,0,1,1
176080,1,1,1,1,1,1,0,1,1
176169,1,1,0,1,1,1,0,1,1
176178,1,1,0,1,1,1,0,1,1
176239,1,1,0,1,1,1,0,1,1
176318,1,1,1,1,0,1,0,1,1
176336,1,1,0,1,0,1,0,1,1
176354,1,1,0,1,1,1,0,1,1
176372,1,1,1,1,1,1,0,1,1
176390,0,0,-2,0,0,0,0,1,-2
176406,1,1,1,1,0,1,0,1,1
176433,0,0,-2,1,0,1,0,1,-2
176451,0,0,0,1,0,1,0,1,2
176479,1,1,1,1,1,1,0,1,1
176600,0,0,0,1,0,1,0,1,2
176628,1,1,1,1,1,1,1,1,1
176664,0,1,1,1,0,1,0,1,1
176716,0,0,-2,1,0,0,0,1,-2
176770,1,1,0,1,1,0,0,1,2
176789,1,1,1,1,1,1,0,1,1
176798,1,0,-2,1,1,0,0,1,-2
176910,1,1,0,1,1,1,0,0,1
176947,1,1,1,1,1,1,0,1,1
176965,1,1,1,1,1,1,0,1,1
176983,0,0,-2,1,1,0,0,1,-2
177038,1,1,0,1,0,1,0,1,2
177065,1,1,1,1,1,1,0,1,1
177083,1,1,0,1,1,1,0,0,2
177092,0,0,0,1,1,1,0,0,2
177117,1,1,1,1,1,1,0,1,1
177126,0,0,0,1,1,1,0,1,2
177135,1,1,0,1,1,1,0,1,1
177144,1,1,1,1,1,1,0,1,1
177214,1,1,1,1,1,1,0,1,1
177250,1,1,0,1,1,1,0,1,1
177278,0,0,0,1,0,1,0,1,2
177302,0,0,0,1,1,0,1,1,2
177339,1,1,1,1,1,1,0,1,1
177418,1,1,1,1,1,1,0,1,1
177436,0,0,-2,1,1,1,0,0,-2
177472,1,1,0,1,1,1,0,1,2
177542,1,1,1,1,1,1,0,1,1
177551,1,1,1,1,1,1,0,1,1
177588,0,0,-2,1,1,0,0,1,-2
177603,0,0,-2,1,0,0,0,1,-2
177676,1,1,1,1,1,1,0,1,1
177685,0,0,-2,1,0,1,0,1,-2
177719,1,1,0,1,1,1,0,1,2
177746,1,1,0,1,0,1,0,1,2
177816,1,1,0,1,0,1,0,0,2
177834,0,1,0,1,0,1,0,1,2
177870,0,0,-2,1,1,0,0,1,-2
177931,0,0,-2,1,0,0,0,1,-2
177940,1,1,1,1,0,1,0,1,1
177968,1,1,1,1,1,1,0,1,1
177977,1,1,0,1,1,1,0,1,2
177986,1,1,0,1,1,1,0,1,2
177995,1,1,0,1,1,1,0,1,1
178004,1,1,-2,1,1,1,0,1,-2
178059,1,1,1,1,1,1,0,1,1
178077,0,0,-2,1,0,0,0,1,-2
178183,0,0,0,1,1,0,0,1,2
178208,1,1,0,1,1,1,0,1,1
178217,1,1,0,1,1,1,0,1,1
178244,1,1,1,1,1,1,0,1,1
178341,1,1,1,1,1,1,0,1,1
178369,1,1,1,1,1,1,0,1,1
178387,1,1,1,1,1,1,0,1,1
178396,1,1,1,1,1,1,0,1,1
178402,1,1,1,1,1,1,0,1,1
178411,1,1,1,1,1,1,0,1,1
178420,1,1,1,1,1,1,0,1,1
178439,-2,-2,-2,-2,-2,-2,-2,-2,-2
178448,1,1,0,1,1,1,0,1,1
178518,0,0,0,1,1,1,0,1,2
178527,0,0,-2,1,0,0,0,1,-2
178615,1,1,1,1,1,1,0,1,1
178624,1,1,1,1,1,1,0,1,1
178679,1,1,0,1,0,1,0,1,1
178697,1,1,1,1,1,1,0,0,1
178721,1,1,1,1,1,1,0,1,1
178767,1,0,0,1,1,0,1,1,2
178828,0,0,-2,1,1,0,0,1,-2
178891,1,1,0,1,1,1,0,1,2
178989,1,1,0,1,0,1,0,1,2
179043,1,1,1,1,1,1,0,1,1
179052,1,0,-2,1,0,0,0,1,-2
179159,1,1,1,1,1,1,0,1,1
179195,0,0,-2,1,1,0,0,1,-2
179229,0,0,-2,0,0,1,0,1,-2
179256,1,1,0,1,0,1,0,1,1
179265,1,1,0,1,1,1,0,1,1
179308,1,1,0,1,1,1,0,1,1
179317,0,0,0,1,1,1,0,1,2
179326,1,1,1,1,1,1,0,1,1
179344,1,1,0,1,1,1,0,1,1
179511,1,1,0,1,1,0,1,1,2
179539,1,1,0,1,1,1,0,1,1
179548,1,1,1,1,0,1,0,1,1
179557,1,1,1,1,1,1,0,1,1
179566,1,1,1,1,1,1,0,1,1
179645,1,1,0,1,1,1,0,1,1
179715,1,1,0,1,0,1,0,1,1
179812,0,0,0,1,0,1,0,1,2
179867,0,1,1,1,1,1,0,1,1
179894,1,1,1,1,1,1,0,1,1
179946,1,1,1,1,1,1,0,1,1
179955,1,1,1,1,1,1,0,1,1
179964,1,1,1,1,1,1,0,1,1
179991,0,0,-2,1,0,0,0,1,-2
180054,0,0,0,1,1,1,0,0,2
180063,0,0,-2,1,0,0,0,0,-2
180081,1,1,0,1,1,1,0,1,2
180090,0,0,-2,1,0,1,0,1,-2
180106,1,1,1,1,1,1,0,1,1
180151,1,1,0,1,0,1,0,1,1
180160,1,0,0,1,0,1,0,1,2
180179,1,1,1,1,1,1,0,1,1
180197,1,1,0,1,1,1,0,1,2
180203,1,0,0,1,0,1,0,0,2
180212,1,0,0,1,1,1,0,0,2
180249,1,1,0,1,1,1,0,1,2
180258,1,1,1,1,1,1,0,1,1
180276,1,1,0,1,1,1,0,1,2
180328,0,0,0,1,1,1,0,1,1
180373,1,1,0,1,1,1,0,1,1
180416,1,1,1,1,1,1,0,1,1
180461,1,1,1,1,1,1,0,1,1
180489,1,1,1,1,1,1,0,1,1
180522,1,1,1,1,1,1,0,1,1
180595,1,1,1,1,1,1,0,1,1
180647,1,0,1,1,1,1,0,0,2
180692,1,1,1,1,1,1,0,1,1
180717,1,0,0,1,1,1,0,1,1
180814,1,1,0,1,1,1,0,1,1
180832,1,1,0,1,1,1,0,1,2
180878,1,1,0,1,1,1,0,1,2
180902,1,1,0,1,1,1,0,0,1
180948,1,1,1,1,1,1,0,1,1
180957,0,0,-2,1,1,1,0,1,-2
180984,1,1,1,1,1,1,0,1,1
181002,1,1,1,1,1,1,0,1,1
181020,1,1,1,1,1,1,0,1,1
181127,1,1,1,1,1,1,0,1,1
181145,1,1,0,1,1,1,0,0,2
181190,0,0,-2,1,1,0,0,1,-2
181215,1,1,1,1,1,1,0,1,1
181297,1,1,0,1,1,1,0,1,2
181303,1,1,0,1,1,1,0,1,2
181312,1,1,0,1,1,1,0,1,1
181330,1,1,1,1,1,1,0,1,1
181394,1,1,1,1,1,1,0,1,1
181419,1,0,0,1,1,1,0,1,2
181428,0,1,0,1,0,1,0,1,2
181446,1,1,1,1,1,1,0,1,1
181464,1,1,1,1,1,1,0,1,1
181491,1,1,0,1,1,1,0,1,1
181534,1,1,1,1,1,1,0,1,1
181543,1,1,0,1,1,1,0,1,2
181604,1,1,1,1,1,1,0,1,1
181640,1,1,0,1,1,1,0,1,1
181738,1,1,1,1,1,1,0,1,2
181747,-2,-2,-2,-2,-2,-2,-2,-2,-2
181765,1,1,0,1,1,1,0,0,2
181783,1,1,1,1,1,1,0,1,1
181817,1,1,0,1,1,1,0,1,1
181853,1,1,1,1,1,1,0,1,1
181880,0,0,-2,1,0,0,0,1,-2
181941,0,0,0,1,1,1,1,1,2
182005,1,1,0,1,1,1,0,1,1
182148,0,0,0,1,0,1,0,1,2
182281,1,1,1,1,1,1,0,1,1
182290,1,1,1,1,1,1,0,1,1
182306,1,1,1,1,1,1,0,1,2
182458,1,1,0,1,1,1,0,1,1
182500,1,1,0,1,1,1,0,1,1
182519,-2,-2,-2,-2,-2,-2,-2,-2,-2
