UNITID,CNTLAFFI,SLO6,DISTNCED,TUITVARY,ROOM,BOARD
208433,2,0,2,-2,2,3
208479,2,0,2,-2,2,3
208512,2,0,2,-2,2,3
208637,2,0,2,-2,2,3
208646,1,1,2,1,1,2
208725,4,0,2,2,1,1
208822,4,1,2,2,1,1
208859,2,0,2,-2,2,3
209038,1,0,2,1,1,3
209056,3,1,2,2,1,1
209065,4,1,2,2,1,2
209074,1,0,2,1,2,3
209083,2,0,2,-2,2,3
209153,2,0,2,-2,2,3
209205,2,0,2,-2,2,3
209241,4,0,2,2,1,1
209250,1,1,2,1,2,3
209287,3,1,2,2,1,1
209296,3,0,2,2,2,3
209409,4,1,2,2,1,1
209490,1,0,2,1,2,3
209506,1,1,2,1,1,2
209542,1,1,2,1,1,2
209551,1,1,2,1,1,2
209603,3,1,2,2,1,3
209612,3,1,2,2,1,1
209667,2,0,2,-2,2,3
209676,2,0,2,-2,2,3
209694,2,0,2,-2,2,3
209700,2,0,2,-2,2,3
209719,2,0,2,-2,2,3
209746,1,1,2,1,2,3
209807,1,1,2,1,1,2
209825,4,1,2,2,1,2
209922,3,1,2,2,1,2
209940,1,0,2,1,2,3
210146,1,1,2,1,1,2
210155,1,1,2,2,1,1
210234,1,0,2,1,1,1
210270,1,0,2,1,1,3
210304,4,1,2,2,1,1
210331,4,1,2,2,1,1
210340,2,0,2,-2,2,3
210368,4,0,2,2,2,3
210401,3,1,2,2,1,2
210429,1,1,2,1,1,2
210438,3,0,2,2,2,3
210474,2,0,2,-2,2,3
210492,4,1,2,2,1,1
210508,3,1,2,2,2,3
210571,4,1,2,2,1,1
210599,2,0,2,-2,2,3
210605,1,0,2,1,2,3
210669,4,1,2,2,1,2
210711,2,0,2,-2,2,3
210739,4,1,2,2,1,2
210748,2,0,2,-2,2,3
210775,4,1,2,2,1,2
210784,2,0,2,-2,2,3
210809,3,0,2,2,2,3
211006,2,0,2,-2,2,3
211024,4,1,2,2,1,1
211079,1,0,2,1,2,3
211088,4,1,2,2,1,1
211130,4,0,2,2,2,3
211158,1,1,2,1,1,2
211273,3,1,2,2,1,1
211291,3,1,2,2,1,1
211307,1,0,2,1,2,3
211316,2,0,2,-2,2,3
211334,2,0,2,-2,2,3
211343,1,0,2,1,2,3
211352,4,1,2,2,1,2
211361,1,1,2,1,1,1
211431,4,1,2,2,1,2
211440,3,1,2,2,1,2
211468,3,1,2,2,1,2
211477,2,0,2,2,1,2
211556,3,1,2,2,1,1
211583,4,1,2,2,1,2
211608,1,1,2,1,1,1
211635,3,0,2,-2,2,3
211644,1,1,2,1,1,2
211802,2,0,2,-2,2,3
211893,3,0,2,2,1,1
211927,1,1,2,1,2,3
211981,3,1,2,2,1,2
212009,3,1,2,2,1,2
212045,2,0,2,2,2,3
212054,3,1,2,2,1,2
212106,4,1,2,2,1,1
212115,1,1,2,1,1,1
212133,4,1,2,2,1,1
212160,1,1,2,1,1,1
212197,3,1,2,2,1,2
212230,2,0,2,-2,2,3
212267,2,0,2,-2,2,3
212276,2,0,2,-2,2,3
212294,2,0,2,-2,2,3
212300,2,0,2,-2,2,3
212328,2,0,2,-2,2,3
212337,2,0,2,-2,2,3
212355,2,0,2,-2,2,3
212382,2,0,2,-2,2,3
212391,2,0,2,-2,2,3
212434,2,0,2,2,2,3
212443,4,0,2,2,2,3
212577,3,1,2,2,1,2
212601,4,1,2,2,1,2
212656,4,1,2,2,1,1
212674,3,1,2,2,1,1
212753,2,0,2,-2,2,3
212771,4,0,2,2,2,3
212805,4,1,2,2,1,1
212832,4,1,2,2,1,1
212869,3,0,2,2,1,2
212878,1,1,2,1,2,3
212911,3,1,2,2,1,1
212975,3,0,2,2,1,1
212984,4,1,2,2,1,1
212993,2,0,2,2,2,3
213011,4,1,2,2,1,1
213020,1,1,2,1,1,1
213163,3,0,2,2,2,3
213181,2,0,2,-2,2,3
213215,2,0,2,-2,2,3
213233,3,0,2,2,2,2
213251,3,1,2,2,1,2
213303,3,1,2,2,1,1
213321,4,1,2,2,1,2
213330,2,0,2,-2,2,3
213349,1,1,2,1,1,2
213358,4,1,2,2,1,1
213367,4,1,2,2,1,2
213376,3,1,2,2,1,1
213385,4,1,2,2,1,1
213400,3,1,2,2,1,1
213446,4,0,2,2,1,3
213455,2,0,2,-2,2,3
213473,2,0,2,2,2,3
213491,2,0,2,-2,2,3
213507,4,1,2,2,1,2
213525,1,1,2,1,2,3
213534,2,0,2,-2,2,3
213543,3,1,2,2,1,2
213552,2,0,2,-2,2,3
213570,2,0,2,-2,2,3
213589,2,0,2,-2,2,3
213598,1,1,2,1,1,1
213613,1,1,2,1,1,2
213622,3,0,2,2,2,3
213631,4,0,2,2,1,3
213659,1,0,2,1,2,3
213668,4,1,2,2,1,1
213774,4,0,2,2,1,1
213783,1,1,2,1,1,1
213826,4,1,2,2,1,1
213914,2,0,2,2,2,3
213932,2,0,2,2,2,3
213987,4,1,2,2,1,2
213996,4,1,2,2,1,2
214023,3,0,2,2,2,3
214041,1,1,2,1,1,2
214069,4,1,2,2,1,2
214111,1,1,2,1,2,3
214148,3,1,2,2,1,1
214157,4,1,2,2,1,2
214166,4,1,2,2,1,1
214175,4,1,2,2,1,2
214272,4,1,2,2,1,2
214290,2,0,2,-2,2,3
214379,1,1,2,1,1,2
214476,3,0,2,2,2,3
214528,3,0,2,-2,2,3
214564,3,0,2,2,2,3
214582,3,0,2,2,2,3
214661,1,-2,-2,-2,-2,-2
214883,3,0,2,2,2,3
214892,2,0,2,2,2,3
214944,2,0,2,-2,1,3
214971,3,1,2,2,1,3
215008,2,0,2,-2,2,3
215044,2,0,2,-2,2,3
215053,3,0,2,2,1,3
215062,3,1,2,1,1,2
215105,3,1,2,2,1,1
215114,3,1,2,2,1,1
215123,3,0,2,2,2,3
215132,3,1,2,2,1,1
215239,1,1,2,1,2,3
215266,1,1,2,1,1,1
215275,1,1,2,1,1,2
215284,1,1,2,1,1,2
215293,1,1,2,1,1,2
215309,1,0,2,1,2,2
215336,2,0,2,-2,2,3
215381,3,0,2,2,2,3
215390,3,0,2,-2,2,3
215415,3,0,2,2,1,3
215424,4,0,2,2,1,3
215442,3,1,2,2,1,2
215479,3,0,2,2,2,3
215530,2,0,2,-2,2,3
215585,1,0,2,1,2,3
215594,3,0,2,2,1,3
215619,4,1,2,2,2,3
215637,2,0,2,2,1,1
215655,3,1,2,2,1,2
215682,3,0,2,2,2,3
215691,4,1,2,2,1,1
215743,4,1,2,2,1,1
215770,4,1,2,2,1,2
215798,4,1,2,2,1,1
215813,4,0,2,2,1,1
215886,1,0,2,-2,2,3
215929,4,1,2,2,1,2
215947,4,1,2,2,1,2
215974,3,0,2,2,2,3
215983,2,0,2,2,2,3
215992,2,0,2,2,2,3
216010,1,1,2,1,1,2
216038,1,1,2,1,1,1
216047,4,0,2,2,1,1
216074,2,0,2,-2,2,3
216083,2,0,2,2,2,3
216162,3,0,2,2,1,2
216223,2,0,2,-2,2,3
216278,4,1,2,2,1,1
216287,3,1,2,2,1,1
216296,1,0,2,2,1,1
216311,4,0,2,2,1,1
216339,1,1,2,1,1,2
216348,4,0,2,2,1,3
216357,4,1,2,2,1,2
216366,3,1,2,2,1,1
216418,2,0,2,2,2,3
216436,2,0,2,2,2,3
216445,2,0,2,2,2,3
216454,2,0,2,2,2,3
216463,4,0,2,2,2,3
216524,3,1,2,2,1,1
216542,4,1,2,2,1,1
216551,3,1,2,2,1,1
216579,2,0,2,-2,2,3
216597,4,1,2,2,1,2
216630,3,0,2,2,2,3
216667,3,1,2,2,1,1
216694,4,1,2,2,1,1
216746,2,0,2,-2,2,3
216764,1,1,2,1,1,2
216773,3,0,2,2,1,3
216782,2,0,2,2,2,3
216807,4,1,2,2,1,2
216816,4,0,2,2,1,3
216825,1,0,2,1,2,3
216852,3,1,2,2,1,2
216931,3,1,2,2,1,1
216940,3,0,2,2,1,1
217013,4,1,2,2,1,1
217040,4,0,2,2,1,1
217059,3,1,2,2,1,2
217077,2,0,2,-2,2,3
217156,3,1,2,2,1,1
217165,3,1,2,2,1,1
217235,3,1,2,2,1,2
217305,3,0,2,2,1,2
217323,2,0,2,-2,2,3
217402,4,1,2,2,1,2
217420,1,1,2,1,1,1
217475,1,1,2,1,2,3
217484,1,1,2,1,1,1
217493,3,1,2,2,1,1
217518,3,1,2,2,1,2
217536,4,1,2,2,1,2
217581,2,0,2,-2,2,3
217606,4,0,2,2,1,2
217615,1,0,2,1,2,3
217624,4,0,2,2,1,1
217633,4,1,2,2,1,2
217688,4,1,2,2,1,1
217712,1,0,2,1,2,3
217721,4,1,2,2,1,1
217749,4,0,2,2,1,1
217776,4,1,2,2,1,2
217794,2,0,2,-2,2,3
217819,1,1,2,1,1,2
217828,2,0,2,-2,2,3
217837,1,0,2,1,2,3
217864,1,1,2,1,1,1
217873,4,1,2,2,1,1
217882,1,1,2,1,1,1
217891,4,0,2,2,1,1
217907,3,1,2,2,1,1
217925,3,1,2,2,1,1
217934,4,1,2,2,1,1
217961,3,1,2,2,1,2
217989,1,0,2,1,1,1
217998,4,1,2,2,1,1
218025,1,0,2,1,2,3
218043,2,0,2,2,2,3
218061,1,1,2,1,1,2
218070,3,1,2,2,1,2
218113,1,1,2,1,2,3
218140,1,1,2,1,2,3
218159,2,0,2,-2,2,3
218195,2,0,2,-2,2,3
218229,1,1,2,1,1,2
218238,3,0,2,2,1,2
218335,1,0,2,1,2,3
218353,1,0,2,1,2,3
218399,4,1,2,2,1,1
218414,4,1,2,2,1,2
218441,4,1,2,2,1,1
218487,1,0,2,1,2,3
218520,1,0,2,1,2,3
218539,4,1,2,2,1,2
218645,1,1,2,1,1,1
218654,1,1,2,1,1,1
218663,1,1,2,1,1,1
218672,1,0,2,1,2,3
218681,1,0,2,1,2,3
218690,1,0,2,1,2,3
218706,1,0,2,1,2,3
218724,1,1,2,1,1,2
218733,1,1,2,1,1,1
218742,1,1,2,1,1,1
218751,3,0,2,2,2,3
218821,4,0,2,2,1,1
218830,1,0,2,1,2,3
218858,1,0,2,1,2,3
218867,2,0,2,-2,2,3
218885,1,1,2,1,2,3
218894,1,1,2,1,2,3
218919,4,1,2,2,1,1
218955,1,0,2,1,2,3
218964,1,1,2,1,1,2
218973,4,1,2,2,1,1
218991,1,0,2,1,2,3
219000,4,1,2,2,1,1
219037,2,0,2,-2,2,3
219046,1,1,2,1,1,2
219082,1,1,2,1,1,2
219091,4,1,2,2,1,2
219125,2,0,2,-2,2,3
219143,1,0,2,2,2,3
219170,4,0,2,2,2,3
219189,1,0,2,2,2,3
219198,4,0,2,2,1,1
219204,2,0,1,2,2,3
219240,4,0,2,2,2,3
219259,1,1,2,1,1,2
219277,1,0,2,2,1,3
219295,4,0,2,2,1,2
219338,4,0,2,2,2,3
219347,1,1,2,1,1,2
219356,1,1,2,1,1,2
219374,1,0,2,2,2,3
219383,4,1,2,2,1,2
219392,3,0,2,-2,2,3
219408,1,0,2,2,1,2
219426,1,0,2,2,1,3
219453,2,0,2,-2,2,3
219471,1,1,2,1,1,2
219480,1,0,2,2,2,3
219505,4,0,2,2,1,1
219587,2,0,2,-2,2,3
219596,1,0,2,-2,2,3
219602,1,1,2,1,1,2
219639,4,0,2,2,1,2
219709,4,1,2,2,1,1
219718,4,1,2,2,1,2
219790,4,0,2,2,1,1
219806,4,1,2,2,1,1
219824,1,1,2,1,2,3
219833,4,1,2,2,1,2
219842,4,0,2,2,1,3
219851,2,0,2,-2,2,3
219879,1,1,2,1,2,3
219888,1,1,2,1,2,3
219903,2,0,2,-2,2,3
219921,1,0,2,-2,2,3
219949,3,0,2,2,1,1
219976,4,1,2,2,1,2
219994,1,0,2,-2,2,3
220002,2,0,2,2,2,3
220057,1,1,2,1,2,3
220075,1,1,2,1,1,2
220118,2,0,2,2,2,3
220127,1,0,2,-2,2,3
220163,2,0,2,-2,2,3
220181,3,1,2,2,1,1
220206,4,0,2,2,1,1
220215,4,1,2,2,1,1
220251,1,0,2,-2,2,3
220279,1,0,2,-2,2,3
220321,1,0,2,-2,2,3
220394,1,0,2,-2,2,3
220400,1,1,2,1,2,3
220464,3,0,2,2,1,3
220473,4,1,2,2,1,1
220491,2,0,2,-2,2,3
220516,4,1,2,2,1,2
220552,2,0,2,2,2,3
220598,4,0,2,2,1,1
220604,4,0,2,2,1,1
220613,4,1,2,2,1,1
220631,3,1,2,2,1,1
220640,1,0,2,-2,2,3
220701,4,1,2,2,1,1
220710,4,1,2,2,1,1
220756,1,0,2,-2,2,3
220765,2,0,2,-2,2,3
220792,4,0,2,2,1,3
220853,1,0,2,-2,2,3
220862,1,1,2,1,1,2
220871,4,0,2,2,1,3
220978,1,1,2,1,1,2
220996,4,0,2,2,2,3
221050,1,0,2,-2,2,3
221096,1,1,2,1,2,3
221102,1,0,2,-2,2,3
221148,2,0,2,-2,1,1
221184,1,1,2,1,2,3
221236,1,0,2,-2,2,3
221281,1,0,2,-2,2,3
221333,1,0,2,-2,2,3
221351,4,1,2,2,1,1
221388,1,0,2,-2,2,3
221397,1,1,2,1,2,3
221430,1,0,2,-2,2,3
221485,1,1,2,1,2,3
221494,1,0,2,-2,2,3
221519,4,1,2,2,1,1
221582,1,0,2,-2,2,3
221591,1,0,2,-2,2,3
221607,1,0,2,-2,2,3
221616,1,0,2,-2,2,3
221625,1,0,2,-2,2,3
221634,1,0,2,-2,2,3
221643,1,1,2,1,2,3
221661,4,1,2,2,1,2
221670,3,0,2,2,2,3
221731,4,1,2,2,1,1
221740,1,1,2,1,1,2
221759,1,1,2,1,1,2
221768,1,1,2,1,1,1
221829,2,0,2,-2,2,3
221838,1,1,2,1,1,2
221847,1,1,2,1,1,1
221892,4,1,2,2,1,2
221908,1,1,2,1,2,3
221953,4,1,2,2,1,1
221971,4,1,2,2,1,2
221999,3,1,2,2,1,1
222053,1,1,2,1,2,3
222062,1,1,2,1,2,3
222105,3,0,2,2,2,3
222178,4,1,2,2,1,2
222497,1,-2,-2,-2,-2,-2
222567,1,0,2,1,2,3
222576,1,1,2,1,2,3
222628,4,0,2,2,2,3
222822,1,0,2,1,1,1
222831,1,1,2,1,1,2
222877,4,0,2,2,1,1
222886,2,0,2,-2,2,3
222938,2,0,2,2,2,3
222983,4,1,2,2,1,1
222992,1,1,2,1,2,3
223001,4,0,2,2,1,3
223056,2,0,2,-2,2,3
223083,2,0,2,2,2,3
223117,4,0,2,2,1,3
223223,3,0,2,2,2,3
223232,4,1,2,2,1,1
223320,1,0,2,1,1,1
223427,1,0,2,1,1,1
223463,3,0,2,2,2,3
223472,2,0,2,2,2,3
223506,1,0,2,1,2,3
223816,1,0,2,1,1,1
223852,2,0,2,-2,2,3
223898,1,0,2,1,1,2
223922,1,0,2,1,1,1
224004,4,0,2,2,1,1
224013,2,0,2,-2,2,3
224110,1,1,2,1,1,1
224147,1,1,2,1,1,1
224156,2,0,2,-2,2,3
224226,4,1,2,2,1,1
224244,4,0,2,2,1,1
224253,1,-2,-2,-2,-2,-2
224271,3,0,2,2,2,3
224305,4,0,2,2,1,3
224323,4,1,2,2,1,2
224350,1,0,2,1,2,3
224527,4,0,2,2,1,1
224545,1,1,2,1,1,2
224554,1,1,2,1,1,1
224615,1,1,2,1,2,3
224642,1,0,2,1,2,3
224660,2,0,2,-2,2,3
224679,2,0,2,-2,2,3
224712,4,0,2,2,1,1
224758,2,0,2,-2,2,3
224776,2,0,2,2,2,3
224828,2,0,2,-2,2,3
224891,1,0,2,1,1,1
224961,1,0,2,1,1,1
225070,1,1,2,1,1,1
225201,3,0,2,-2,2,3
225247,4,1,2,2,1,2
225308,1,0,2,1,1,2
225371,1,0,2,1,1,1
225399,4,0,2,2,1,1
225414,1,0,2,1,1,2
225423,1,1,2,1,2,3
225432,1,1,2,1,2,3
225502,1,1,2,1,1,1
225511,1,1,2,1,1,2
225520,1,0,2,1,1,1
225548,4,1,2,2,1,1
225575,4,1,2,2,1,1
225627,4,1,2,2,1,1
225876,4,0,2,2,1,1
225885,4,1,2,2,1,1
225991,2,0,2,2,2,3
226019,1,0,2,1,1,1
226091,1,1,2,1,1,1
226107,1,0,2,1,2,3
226116,1,0,2,1,2,3
226125,2,0,2,-2,2,3
226134,1,0,2,1,2,3
226152,1,1,2,1,1,1
226204,1,0,2,1,2,3
226231,4,1,2,2,1,2
226277,2,0,2,-2,2,3
226383,4,1,2,2,1,1
226408,1,1,2,1,2,3
226471,4,1,2,2,1,1
226578,1,1,2,1,2,3
226587,4,1,2,2,1,1
226675,4,0,2,-2,2,3
226806,1,0,2,1,1,1
226833,1,1,2,1,1,2
226860,2,0,2,-2,2,3
226879,2,0,2,2,2,3
226903,2,0,2,-2,2,3
227058,2,0,2,-2,2,3
227146,1,0,2,1,1,1
227182,1,0,2,1,2,3
227216,1,1,2,1,1,2
227225,1,0,2,1,1,1
227289,4,0,2,2,2,3
227298,2,0,2,-2,2,3
227304,1,0,2,1,1,1
227313,2,0,2,-2,2,3
227322,2,0,2,-2,2,3
227331,4,1,2,2,1,2
227368,1,1,2,1,1,2
227377,1,0,2,1,2,3
227386,1,0,2,1,1,1
227401,1,0,2,1,1,1
227429,4,1,2,2,1,1
227526,1,1,2,1,1,1
227687,1,0,2,1,1,1
227748,2,0,2,2,2,3
227757,3,1,2,2,1,1
227845,4,1,2,2,1,2
227854,1,1,2,1,2,3
227863,4,1,2,2,1,2
227881,1,1,2,1,1,1
227924,1,1,2,1,2,3
227979,1,0,2,1,2,3
228042,4,1,2,2,1,1
228088,2,0,2,-2,2,3
228149,4,1,2,2,1,2
228158,1,0,2,1,1,1
228185,2,0,2,-2,2,3
228194,3,1,2,2,2,3
228200,2,0,2,-2,2,3
228219,2,0,2,-2,2,3
228246,4,1,2,2,1,2
228282,2,0,2,-2,2,3
228316,1,0,2,1,1,1
228325,4,0,2,2,1,1
228343,4,1,2,2,1,2
228431,1,1,2,1,1,2
228459,1,1,2,1,1,2
228468,4,1,2,2,1,2
228486,4,0,2,2,1,1
228501,1,1,2,1,1,1
228529,1,1,2,1,1,1
228547,1,1,2,1,2,3
228608,1,0,2,1,2,3
228635,1,1,2,1,1,3
228644,1,0,2,1,2,3
228653,1,0,2,1,1,3
228699,1,1,2,1,2,3
228705,1,1,2,1,1,2
228723,1,1,2,1,1,2
228732,1,-2,-2,-2,-2,-2
228769,1,1,2,1,1,1
228778,1,1,2,1,1,2
228787,1,1,2,1,1,1
228796,1,1,2,1,1,2
228802,1,1,2,1,1,1
228866,3,0,2,2,2,3
228875,4,1,2,2,1,2
228884,4,0,2,2,1,1
228909,1,0,2,1,2,3
228981,4,1,2,2,1,2
229018,1,1,2,1,1,1
229027,1,1,2,1,1,2
229063,1,1,2,1,1,2
229090,1,-2,-2,-2,-2,-2
229115,1,1,2,1,1,2
229160,4,1,2,2,1,2
229179,1,1,2,1,1,1
229267,4,1,2,2,1,2
229300,1,0,2,1,2,3
229337,1,0,2,1,2,3
229355,1,0,2,1,1,1
229407,1,-2,-2,-2,-2,-2
229416,2,0,2,-2,2,3
229425,2,0,2,-2,2,3
229504,1,0,2,1,1,1
229522,2,0,2,-2,2,3
229540,1,0,2,1,2,3
229656,2,0,2,-2,2,3
229780,4,1,2,2,1,1
229799,1,0,2,1,1,1
229814,1,1,2,1,1,2
229832,1,0,2,1,1,1
229841,1,1,2,1,1,1
229887,4,1,2,2,1,2
230010,1,0,2,-2,2,3
230038,4,1,2,2,1,2
230047,4,0,2,2,1,2
230056,2,0,2,2,2,3
230065,2,0,2,-2,2,3
230144,2,0,2,-2,2,3
230162,1,0,2,-2,2,3
230171,1,1,2,1,1,2
230199,2,0,2,-2,2,3
230205,2,0,2,-2,2,3
230214,2,0,2,-2,2,3
230366,2,0,2,2,2,3
230418,4,0,2,2,2,3
230490,1,0,2,-2,2,3
230597,1,0,2,1,1,2
230603,1,1,2,1,1,1
230621,3,0,2,2,2,3
230630,3,0,2,2,2,3
230676,1,0,2,-2,2,3
230728,1,1,2,1,1,1
230737,1,1,2,1,2,3
230746,1,1,2,1,2,3
230764,1,1,2,1,1,1
230782,1,1,2,1,1,2
230807,3,1,2,2,1,2
230816,3,1,2,2,1,2
230834,1,1,2,1,1,1
230852,3,1,2,2,1,1
230861,1,1,2,1,2,3
230889,3,0,2,2,2,3
230913,1,1,2,1,1,1
230959,3,1,2,2,1,1
230977,2,0,2,2,1,2
230995,3,1,2,2,1,2
231004,2,0,2,-2,2,3
231059,4,1,2,2,1,1
231068,3,1,2,2,2,3
231095,3,1,2,2,1,1
231147,3,1,2,2,2,3
231156,1,-2,-2,-2,-2,-2
231165,1,0,2,1,1,1
231174,1,1,2,1,1,2
231280,2,0,2,-2,2,3
231411,2,0,2,2,2,3
231420,4,1,2,2,1,2
231536,1,1,2,1,2,3
231554,4,1,2,2,1,1
231581,4,1,2,2,1,2
231624,1,1,2,1,1,2
231651,3,1,2,2,1,3
231688,1,0,2,-2,2,3
231697,1,1,2,1,2,3
231712,1,1,2,1,1,1
231721,2,0,2,-2,2,3
231785,2,0,2,2,2,3
231873,1,0,2,1,2,3
231882,1,0,2,1,2,3
231970,1,0,2,1,1,3
232016,2,0,2,2,2,3
232025,4,1,2,2,1,1
232043,4,1,2,2,1,1
232052,1,0,2,1,2,3
232089,4,1,2,2,1,1
232186,1,1,2,1,1,2
232195,1,1,2,1,2,3
232256,3,1,2,2,1,1
232265,3,1,2,2,1,1
232308,3,1,2,2,1,1
232414,1,0,2,1,2,3
232423,1,1,2,1,1,1
232450,1,0,2,1,2,3
232557,4,1,2,2,1,2
232566,1,1,2,1,1,2
232575,1,0,2,1,2,3
232609,4,1,2,2,1,2
232618,3,0,2,2,2,3
232672,4,1,2,2,1,1
232681,1,1,2,1,1,2
232706,4,1,2,2,1,1
232724,2,0,2,2,2,3
232788,1,0,2,1,2,3
232797,2,0,2,2,2,3
232867,1,0,2,1,2,3
232885,3,0,2,2,2,3
232919,2,0,2,2,2,3
232937,1,1,2,1,1,1
232946,1,1,2,1,2,3
232982,1,1,2,1,1,2
233019,1,0,2,1,2,3
233037,1,0,2,1,2,3
233082,2,0,2,2,2,3
233116,1,1,2,1,2,3
233277,1,1,2,1,1,1
233286,2,0,2,-2,2,3
233295,4,1,2,2,1,1
233301,3,1,2,2,1,1
233310,1,0,2,1,2,3
233329,2,0,2,2,2,3
233338,1,1,2,1,1,1
233356,4,1,2,2,2,3
233374,3,1,2,2,1,2
233408,3,0,2,2,2,3
233426,4,1,2,2,1,1
233480,4,0,2,-2,2,3
233541,4,1,2,2,1,1
233602,4,0,2,2,1,1
233611,3,1,2,2,1,2
233639,1,0,2,1,2,3
233648,1,0,2,1,2,3
233666,2,0,2,-2,2,3
233684,2,0,2,2,2,3
233718,3,1,2,2,1,2
233754,1,0,2,1,2,3
233772,1,0,2,1,2,3
233842,4,1,2,2,1,3
233897,1,1,2,1,1,2
233903,1,0,2,1,2,3
233921,1,1,2,1,1,2
233949,1,0,2,1,2,3
234030,1,1,2,1,1,2
234076,1,1,2,1,1,1
234085,1,1,2,1,1,1
234119,2,0,2,-2,2,3
234137,4,0,2,2,1,1
234155,1,1,2,1,1,1
234164,4,1,2,2,1,1
234173,4,1,2,2,1,1
234207,3,1,2,2,1,2
234377,1,0,2,1,2,3
234669,1,1,2,1,1,3
234696,1,0,2,1,2,3
234711,1,0,2,1,1,3
234827,1,1,2,1,1,2
234845,1,0,2,1,1,3
234915,3,1,2,2,1,2
234924,2,0,2,-2,2,3
234933,1,1,2,1,2,3
234951,1,0,2,2,2,3
234979,1,1,2,1,1,3
235024,3,1,2,2,1,2
235088,2,0,2,-2,2,3
235097,1,1,2,1,1,2
235103,1,1,2,1,1,3
235149,1,0,2,1,1,3
235158,2,0,2,-2,2,3
235167,1,1,2,1,1,1
235237,1,1,2,1,1,3
235307,2,0,2,-2,2,3
235316,4,1,2,2,1,1
235334,1,0,2,1,2,3
235343,1,1,2,1,2,3
235352,2,0,2,-2,2,3
235422,3,0,2,2,2,3
235431,1,1,2,1,1,3
235501,2,0,2,-2,1,3
235547,3,1,2,2,1,3
235583,2,0,2,-2,2,3
235671,1,0,2,1,2,3
235699,1,0,2,1,2,3
235750,1,0,2,1,2,3
236018,2,0,2,-2,2,3
236072,1,1,2,2,2,3
236133,4,1,2,2,1,1
236188,1,0,2,1,1,3
236212,3,0,2,-2,2,3
236230,4,1,2,2,1,2
236258,1,0,2,1,2,3
236328,3,1,2,2,1,2
236382,1,0,2,1,2,3
236452,4,1,2,2,1,1
236504,1,1,2,2,2,3
236513,1,1,2,2,2,3
236577,4,1,2,2,1,1
236595,4,1,2,2,1,2
236610,1,1,2,1,1,3
236638,1,1,2,1,1,3
236656,1,1,2,1,2,3
236692,1,1,2,1,2,3
236708,1,1,2,1,2,3
236744,2,0,2,-2,2,3
236753,1,1,2,1,2,3
236887,1,0,2,1,2,3
236896,4,1,2,2,1,1
236939,1,1,2,1,1,2
236948,1,1,2,1,1,2
236975,1,1,2,1,1,3
237011,1,1,2,1,1,1
237039,1,1,2,1,1,3
237057,3,1,2,2,1,2
237066,4,1,2,2,1,1
237109,1,0,2,1,1,3
237118,4,0,2,2,1,2
237127,2,0,2,-2,2,3
237136,4,1,2,2,1,1
237145,3,0,2,-2,2,3
237172,1,0,2,2,2,3
237181,4,1,2,2,1,1
237215,1,1,2,1,2,3
237242,1,0,2,-2,2,3
237303,2,0,2,-2,2,3
237312,3,1,2,2,1,1
237321,2,0,2,-2,2,3
237330,1,1,2,1,1,1
237358,4,1,2,2,1,2
237367,1,1,2,1,1,1
237385,1,1,2,1,1,1
237437,2,0,2,2,2,3
237473,1,0,2,-2,1,3
237491,1,0,2,-2,2,3
237525,1,1,2,1,1,2
237543,1,0,2,-2,2,3
237552,2,0,2,2,1,1
237561,1,0,2,-2,2,3
237570,2,0,2,-2,2,3
237598,2,0,2,2,2,3
237640,4,1,2,2,1,2
237686,1,0,2,1,2,3
237701,1,1,2,1,1,2
237729,1,0,2,-2,2,3
237783,2,0,2,2,1,1
237792,1,1,2,1,1,1
237817,1,0,2,1,2,3
237844,1,0,2,-2,2,3
237880,1,0,2,1,2,3
237899,1,1,2,1,1,1
237905,3,0,2,-2,2,3
237932,1,1,2,1,1,2
237950,1,1,2,1,1,2
237969,4,1,2,2,1,1
237987,2,0,2,2,2,3
237996,2,0,2,2,2,3
238005,2,0,2,-2,2,3
238014,1,0,2,1,2,3
238032,1,1,2,1,1,2
238078,4,1,2,2,1,1
238096,1,0,2,-2,2,3
238175,2,0,2,-2,2,3
238193,4,1,2,2,1,2
238263,1,1,2,1,2,3
238324,3,1,2,2,2,3
238333,3,1,2,2,1,2
238397,1,0,2,1,2,3
238430,4,1,2,2,1,1
238458,4,1,2,2,1,2
238476,4,1,2,2,1,2
238573,3,1,2,2,2,3
238616,4,1,2,2,1,2
238661,4,1,2,2,1,2
238722,1,1,2,1,2,3
238759,1,1,2,1,2,3
238810,2,0,2,-2,2,3
238980,4,1,2,2,1,1
239008,1,0,2,1,2,3
239017,3,1,2,2,1,2
239071,4,1,2,2,1,1
239080,4,1,2,2,1,1
239105,4,1,2,1,1,1
239169,3,0,2,2,2,3
239220,1,0,2,1,2,3
239248,1,1,2,1,2,3
239309,3,1,2,2,1,2
239318,3,1,2,2,1,2
239372,1,0,2,1,2,3
239390,4,1,2,2,1,1
239424,4,0,2,2,1,1
239442,1,1,2,1,2,3
239460,1,0,2,1,1,2
239488,1,1,2,1,2,3
239512,4,1,2,2,1,2
239628,3,1,2,2,1,1
239637,4,1,2,2,1,1
239716,4,1,2,2,1,2
239877,2,0,2,-2,2,3
239910,1,0,2,1,1,3
240107,4,1,2,2,1,1
240116,1,1,2,1,2,3
240125,1,1,2,1,2,3
240170,1,1,2,1,1,2
240189,1,1,2,1,1,2
240198,1,0,2,1,2,3
